sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_CHD1_354	CHD1	521	236	444	363	550	115
EpiKDlib_SAP30_1626	SAP30	404	493	331	725	411	226
EpiKDlib_CHD9_381	CHD9	80	78	79	68	82	9
EpiKDlib_EYA1_614	EYA1	303	184	331	253	394	97
EpiKDlib_TRIM28_2006	TRIM28	216	383	165	614	203	148
EpiKDlib_NCOA6_1164	NCOA6	510	312	403	326	461	108
EpiKDlib_MTA2_1112	MTA2	467	200	327	212	392	44
EpiKDlib_DZIP3_527	DZIP3	538	530	381	393	604	194
EpiKDlib_PAK2_1282	PAK2	446	339	412	431	576	170
EpiKDlib_CDK3_320	CDK3	159	236	112	256	131	58
EpiKDlib_RYBP_1610	RYBP	657	397	531	639	592	201
EpiKDlib_NPM2_1246	NPM2	595	251	757	481	890	172
EpiKDlib_USP7_2107	USP7	254	133	255	171	281	65
EpiKDlib_CBX5_289	CBX5	519	791	364	1009	428	371
EpiKDlib_TAF5_1904	TAF5	30	21	25	17	31	7
EpiKDlib_EID2B_546	EID2B	828	376	679	391	783	166
EpiKDlib_PKN1_1383	PKN1	47	73	43	44	49	26
EpiKDlib_HLTF_772	HLTF	595	357	401	428	542	117
EpiKDlib_MDC1_1050	MDC1	476	384	410	517	443	148
EpiKDlib_TDG_1930	TDG	574	219	427	295	574	97
EpiKDlib_CHD7_374	CHD7	134	123	183	145	248	63
EpiKDlib_SMARCD2_1764	SMARCD2	743	262	743	673	844	227
EpiKDlib_SMARCA1_1735	SMARCA1	360	128	375	206	418	67
EpiKDlib_CBX4_285	CBX4	315	184	209	190	198	69
EpiKDlib_NCOA3_1162	NCOA3	527	344	580	362	597	136
EpiKDlib_SNAI2_1794	SNAI2	231	14	183	21	175	10
EpiKDlib_REST_1556	REST	307	263	268	208	238	104
EpiKDlib_ASH1L_116	ASH1L	621	397	531	426	784	189
EpiKDlib_PHC3_1336	PHC3	437	434	372	548	400	193
EpiKDlib_NAP1L2_1138	NAP1L2	558	392	449	523	522	201
EpiKDlib_USP17L2_2083	USP17L2	643	376	598	474	677	162
EpiKDlib_GADD45A_663	GADD45A	594	327	414	447	491	149
EpiKDlib_PCGF3_1312	PCGF3	514	1165	377	1616	427	502
EpiKDlib_PRDM16_1422	PRDM16	673	459	669	632	603	193
EpiKDlib_HAT1_704	HAT1	191	198	238	225	261	67
EpiKDlib_SF3B1_1695	SF3B1	94	31	52	27	51	8
EpiKDlib_FOXP2_656	FOXP2	247	117	188	187	240	70
EpiKDlib_HMGN2_786	HMGN2	707	650	574	813	533	193
EpiKDlib_SFMBT2_1704	SFMBT2	805	343	563	471	744	149
EpiKDlib_JDP2_868	JDP2	539	645	435	488	422	176
EpiKDlib_PHF10_1342	PHF10	27	9	23	29	11	5
EpiKDlib_HR_802	HR	407	196	292	222	455	100
EpiKDlib_TLE4_1965	TLE4	368	171	327	237	448	108
EpiKDlib_JADE1_853	JADE1	703	315	409	372	683	92
EpiKDlib_YAF2_2136	YAF2	333	396	243	409	257	74
EpiKDlib_CTCFL_425	CTCFL	431	347	426	282	493	122
EpiKDlib_C17orf49_270	C17orf49	252	168	242	298	231	52
EpiKDlib_L3MBTL1_984	L3MBTL1	1230	652	925	928	1049	290
EpiKDlib_GADD45A_665	GADD45A	489	326	255	410	526	131
EpiKDlib_NO-TARGET_1236	NO-TARGET	479	440	384	460	506	159
EpiKDlib_HMGN5_795	HMGN5	421	297	398	489	459	138
EpiKDlib_MBIP_1043	MBIP	428	158	335	230	456	112
EpiKDlib_PRKAG1_1458	PRKAG1	652	432	604	533	719	232
EpiKDlib_DNMT3B_490	DNMT3B	513	547	518	769	474	321
EpiKDlib_L3MBTL3_991	L3MBTL3	411	173	339	172	355	42
EpiKDlib_YWHAE_2149	YWHAE	499	1768	506	1821	474	790
EpiKDlib_FOXP4_660	FOXP4	523	237	509	414	607	98
EpiKDlib_DPPA3_513	DPPA3	341	461	313	614	416	152
EpiKDlib_SCML4_1642	SCML4	732	527	549	555	579	368
EpiKDlib_TRIM16_1997	TRIM16	540	389	543	463	615	223
EpiKDlib_PCGF6_1318	PCGF6	650	560	615	603	648	189
EpiKDlib_ARNTL_103	ARNTL	171	66	83	118	153	33
EpiKDlib_POLE3_1388	POLE3	60	27	50	30	116	5
EpiKDlib_GFI1B_686	GFI1B	469	167	322	182	491	70
EpiKDlib_SAP30_1625	SAP30	424	391	332	425	373	169
EpiKDlib_UBE2B_2026	UBE2B	246	262	245	343	323	124
EpiKDlib_APOBEC3D_76	APOBEC3D	641	379	532	474	606	175
EpiKDlib_STK4_1831	STK4	464	269	355	378	442	160
EpiKDlib_SMYD3_1788	SMYD3	321	229	221	281	221	116
EpiKDlib_UIMC1_2067	UIMC1	479	233	360	348	553	146
EpiKDlib_GLYR1_689	GLYR1	337	106	346	352	411	42
EpiKDlib_CHD2_359	CHD2	774	82	616	148	682	33
EpiKDlib_SETDB2_1690	SETDB2	135	114	139	196	187	64
EpiKDlib_ATF2_135	ATF2	323	196	206	228	302	70
EpiKDlib_JMJD6_873	JMJD6	459	278	392	288	365	133
EpiKDlib_RSF1_1602	RSF1	757	145	669	192	779	72
EpiKDlib_DOT1L_500	DOT1L	422	240	328	239	475	128
EpiKDlib_TET2_1945	TET2	460	296	492	398	573	179
EpiKDlib_ERBB4_580	ERBB4	387	284	349	352	425	108
EpiKDlib_NO-TARGET_1196	NO-TARGET	402	165	332	222	415	112
EpiKDlib_BRMS1L_246	BRMS1L	537	293	587	414	700	132
EpiKDlib_EID1_540	EID1	627	391	592	492	416	138
EpiKDlib_NPAS2_1241	NPAS2	481	282	297	400	437	154
EpiKDlib_SMARCA5_1743	SMARCA5	322	214	258	338	289	62
EpiKDlib_UIMC1_2069	UIMC1	352	376	284	353	397	146
EpiKDlib_SUDS3_1832	SUDS3	474	265	406	354	598	121
EpiKDlib_NO-TARGET_1227	NO-TARGET	396	211	336	246	343	93
EpiKDlib_SIRT7_1728	SIRT7	508	186	469	367	595	92
EpiKDlib_NEK9_1177	NEK9	695	447	394	383	459	177
EpiKDlib_PADI3_1272	PADI3	637	290	492	354	573	130
EpiKDlib_NAP1L2_1139	NAP1L2	372	261	195	387	305	80
EpiKDlib_SAFB_1612	SAFB	139	84	129	101	116	9
EpiKDlib_SUPT3H_1839	SUPT3H	190	75	150	92	194	35
EpiKDlib_USP44_2098	USP44	530	270	400	278	530	117
EpiKDlib_SETD3_1664	SETD3	134	175	134	159	105	55
EpiKDlib_ASXL1_121	ASXL1	669	377	435	526	701	186
EpiKDlib_HCFC2_708	HCFC2	918	420	654	542	714	169
EpiKDlib_TAF12_1888	TAF12	651	332	704	461	788	197
EpiKDlib_EXOSC9_609	EXOSC9	60	41	68	96	73	17
EpiKDlib_DMAP1_474	DMAP1	126	64	87	57	100	16
EpiKDlib_PHF1_1339	PHF1	180	572	145	424	137	219
EpiKDlib_JADE1_852	JADE1	499	182	369	313	535	168
EpiKDlib_PRDM11_1408	PRDM11	380	220	296	375	317	125
EpiKDlib_RIOX1_1563	RIOX1	270	338	231	540	339	180
EpiKDlib_MGA_1064	MGA	489	416	379	799	450	183
EpiKDlib_VDR_2112	VDR	321	208	241	264	332	119
EpiKDlib_RIOX1_1562	RIOX1	392	460	310	729	368	211
EpiKDlib_HMGB1_781	HMGB1	459	348	357	548	439	185
EpiKDlib_HMG20A_775	HMG20A	351	499	238	522	317	233
EpiKDlib_KAT6A_899	KAT6A	287	180	248	212	353	93
EpiKDlib_PDP1_1326	PDP1	257	162	182	268	197	69
EpiKDlib_DAPK3_451	DAPK3	337	220	222	213	261	106
EpiKDlib_JMJD1C_872	JMJD1C	213	723	174	502	152	346
EpiKDlib_CIT_397	CIT	822	452	753	849	788	224
EpiKDlib_HIRIP3_762	HIRIP3	504	227	465	341	411	102
EpiKDlib_SMARCA2_1738	SMARCA2	359	246	255	135	420	83
EpiKDlib_NO-TARGET_1220	NO-TARGET	189	86	122	135	162	43
EpiKDlib_BAZ1A_188	BAZ1A	497	133	257	259	348	83
EpiKDlib_MYO1C_1125	MYO1C	411	230	295	232	440	81
EpiKDlib_PRDM8_1439	PRDM8	360	349	285	361	313	190
EpiKDlib_KANSL2_879	KANSL2	36	97	43	93	44	19
EpiKDlib_NPM2_1248	NPM2	505	361	443	358	542	147
EpiKDlib_TRIM28_2005	TRIM28	183	370	146	415	245	170
EpiKDlib_HDAC1_712	HDAC1	398	303	383	419	588	120
EpiKDlib_TNP1_1974	TNP1	782	376	568	601	750	156
EpiKDlib_NAA60_1131	NAA60	605	312	420	426	475	116
EpiKDlib_TAF1L_1890	TAF1L	354	254	303	308	338	99
EpiKDlib_BPTF_207	BPTF	493	569	357	643	573	294
EpiKDlib_SIN3B_1715	SIN3B	402	13	313	52	299	13
EpiKDlib_RPS6KA5_1594	RPS6KA5	550	180	508	299	491	106
EpiKDlib_HDAC6_734	HDAC6	326	244	261	283	347	94
EpiKDlib_DNMT3B_491	DNMT3B	488	307	343	409	347	129
EpiKDlib_PRMT2_1482	PRMT2	547	259	359	297	531	96
EpiKDlib_REST_1557	REST	340	194	279	237	319	91
EpiKDlib_KAT6B_901	KAT6B	672	1130	330	981	409	372
EpiKDlib_ACTR3B_14	ACTR3B	198	216	189	297	272	115
EpiKDlib_SETD8_1675	SETD8	531	382	354	502	369	130
EpiKDlib_SMARCA5_1744	SMARCA5	606	477	458	509	496	207
EpiKDlib_MEN1_1059	MEN1	652	974	424	1003	552	315
EpiKDlib_KMT2C_976	KMT2C	250	408	178	500	171	139
EpiKDlib_EYA3_618	EYA3	1034	252	918	343	1113	140
EpiKDlib_PSIP1_1506	PSIP1	334	1007	317	1017	434	406
EpiKDlib_ZNF516_2194	ZNF516	554	301	300	407	417	123
EpiKDlib_HDAC11_719	HDAC11	397	218	297	265	326	123
EpiKDlib_PADI2_1267	PADI2	724	409	451	472	615	95
EpiKDlib_SPOP_1810	SPOP	578	70	460	58	784	30
EpiKDlib_ZNF687_2205	ZNF687	168	134	184	263	212	66
EpiKDlib_INO80D_846	INO80D	342	502	368	778	368	256
EpiKDlib_KDM2B_919	KDM2B	371	165	273	304	433	107
EpiKDlib_NSD2_1253	NSD2	190	95	184	147	223	81
EpiKDlib_APOBEC3C_74	APOBEC3C	448	524	377	651	557	169
EpiKDlib_MSL2_1100	MSL2	232	53	202	69	314	26
EpiKDlib_CECR2_340	CECR2	519	342	317	261	443	97
EpiKDlib_BRD2_222	BRD2	489	548	337	552	458	248
EpiKDlib_EP400_570	EP400	112	67	71	61	109	25
EpiKDlib_ATAD2B_134	ATAD2B	439	111	343	177	433	65
EpiKDlib_HMGN3_790	HMGN3	567	383	380	501	615	179
EpiKDlib_PHC2_1335	PHC2	270	222	206	230	321	84
EpiKDlib_CREBBP_410	CREBBP	524	63	513	112	659	55
EpiKDlib_SPEN_1806	SPEN	140	22	122	60	178	16
EpiKDlib_RRP8_1598	RRP8	329	170	247	224	380	126
EpiKDlib_RING1_1560	RING1	268	129	239	213	195	50
EpiKDlib_APOBEC3A_67	APOBEC3A	380	218	440	438	366	114
EpiKDlib_POGZ_1386	POGZ	372	608	247	658	258	260
EpiKDlib_ATAD2B_133	ATAD2B	388	133	270	291	374	101
EpiKDlib_ARID1A_88	ARID1A	431	19	336	53	505	16
EpiKDlib_ADNP_27	ADNP	357	780	258	847	322	323
EpiKDlib_CRB2_408	CRB2	199	103	118	164	160	72
EpiKDlib_ZCWPW1_2166	ZCWPW1	349	252	338	370	361	90
EpiKDlib_DNAJC1_475	DNAJC1	472	250	424	366	596	133
EpiKDlib_RRP8_1597	RRP8	524	471	363	329	445	118
EpiKDlib_PAGR1_1279	PAGR1	155	723	140	744	170	341
EpiKDlib_DZIP3_525	DZIP3	707	408	592	667	747	191
EpiKDlib_SKP1_1730	SKP1	464	626	363	476	578	213
EpiKDlib_ATF2_137	ATF2	269	127	224	149	250	42
EpiKDlib_MASTL_1014	MASTL	776	387	538	396	549	101
EpiKDlib_SMYD3_1789	SMYD3	449	171	265	216	377	80
EpiKDlib_CDY1_332	CDY1	516	438	255	444	534	130
EpiKDlib_SYNCRIP_1868	SYNCRIP	373	142	320	262	282	63
EpiKDlib_USP46_2101	USP46	379	181	324	435	373	131
EpiKDlib_KDM6A_955	KDM6A	368	346	338	371	345	153
EpiKDlib_TRIM33_2008	TRIM33	434	503	270	455	390	156
EpiKDlib_SMARCD2_1763	SMARCD2	396	225	306	272	350	77
EpiKDlib_PRR14_1502	PRR14	311	166	276	226	312	64
EpiKDlib_ATXN7L3_156	ATXN7L3	820	225	535	234	799	87
EpiKDlib_HMGN3_791	HMGN3	301	272	179	277	286	96
EpiKDlib_AURKC_166	AURKC	420	250	308	377	302	77
EpiKDlib_ENY2_565	ENY2	501	170	384	182	537	82
EpiKDlib_CUL1_432	CUL1	80	65	38	41	69	9
EpiKDlib_USP12_2075	USP12	277	320	287	268	305	126
EpiKDlib_IKZF3_819	IKZF3	345	342	337	379	332	134
EpiKDlib_TAF12_1887	TAF12	576	553	431	652	579	224
EpiKDlib_AICDA_32	AICDA	553	317	431	323	595	157
EpiKDlib_CRB2_406	CRB2	605	385	492	537	683	169
EpiKDlib_KDM3A_921	KDM3A	329	258	306	466	449	89
EpiKDlib_PPM1G_1395	PPM1G	206	213	135	262	230	51
EpiKDlib_KDM6A_956	KDM6A	345	322	397	455	359	112
EpiKDlib_PCGF6_1319	PCGF6	899	692	491	576	693	250
EpiKDlib_BRWD3_258	BRWD3	895	583	652	666	880	186
EpiKDlib_BAZ1A_187	BAZ1A	308	407	221	490	200	152
EpiKDlib_NPAS2_1240	NPAS2	557	337	515	439	583	187
EpiKDlib_ANKRD32_42	ANKRD32	531	865	375	908	468	261
EpiKDlib_CBX5_288	CBX5	331	402	264	460	353	189
EpiKDlib_TAF1_1881	TAF1	39	25	42	53	27	15
EpiKDlib_APOBEC3A_66	APOBEC3A	345	237	329	295	498	101
EpiKDlib_SP140_1804	SP140	755	439	440	625	629	166
EpiKDlib_KDM2B_920	KDM2B	442	286	293	385	454	188
EpiKDlib_A1CF_3	A1CF	529	311	459	390	572	171
EpiKDlib_SAP30L_1627	SAP30L	575	418	362	444	419	181
EpiKDlib_TDRKH_1940	TDRKH	264	103	254	179	251	54
EpiKDlib_SAP25_1621	SAP25	200	265	184	212	228	107
EpiKDlib_RRP8_1599	RRP8	546	258	378	361	485	98
EpiKDlib_ZNF516_2193	ZNF516	584	294	537	537	471	87
EpiKDlib_ANP32A_46	ANP32A	905	472	646	536	852	218
EpiKDlib_CHUK_391	CHUK	828	565	644	596	759	209
EpiKDlib_SMARCAL1_1749	SMARCAL1	198	73	124	145	220	45
EpiKDlib_MAPKAPK3_1012	MAPKAPK3	532	326	483	528	542	128
EpiKDlib_DNMT3L_493	DNMT3L	397	539	323	533	524	238
EpiKDlib_KDM4A_927	KDM4A	433	561	424	486	451	214
EpiKDlib_MORF4L1_1079	MORF4L1	253	153	210	145	230	47
EpiKDlib_TSSK6_2015	TSSK6	324	159	283	185	400	87
EpiKDlib_CSNK2A1_412	CSNK2A1	658	762	498	979	464	389
EpiKDlib_PARP3_1294	PARP3	307	213	250	240	331	155
EpiKDlib_HDAC4_726	HDAC4	635	469	499	476	687	176
EpiKDlib_SUV39H2_1851	SUV39H2	904	451	807	553	797	229
EpiKDlib_CUL4A_441	CUL4A	560	418	357	630	373	174
EpiKDlib_EYA1_612	EYA1	633	372	458	402	591	146
EpiKDlib_MBD1_1023	MBD1	78	317	57	294	57	97
EpiKDlib_ASXL1_120	ASXL1	250	176	239	272	326	124
EpiKDlib_RING1_1559	RING1	532	309	333	498	568	132
EpiKDlib_GATAD1_672	GATAD1	473	31	461	99	515	27
EpiKDlib_ARID4B_100	ARID4B	448	712	281	882	271	241
EpiKDlib_CHD8_376	CHD8	830	203	553	328	884	94
EpiKDlib_BAZ2B_197	BAZ2B	340	285	365	411	339	133
EpiKDlib_ZMYM2_2179	ZMYM2	771	415	704	455	658	181
EpiKDlib_USP3_2091	USP3	424	356	359	449	428	150
EpiKDlib_PADI4_1274	PADI4	611	236	448	321	549	99
EpiKDlib_TLE4_1967	TLE4	537	172	390	357	545	118
EpiKDlib_ARRB1_106	ARRB1	533	240	403	393	486	106
EpiKDlib_FAM175B_633	FAM175B	583	457	584	575	550	220
EpiKDlib_BRPF3_252	BRPF3	317	210	207	286	297	80
EpiKDlib_RCOR1_1551	RCOR1	256	488	250	593	236	157
EpiKDlib_MBD4_1034	MBD4	245	289	209	396	244	167
EpiKDlib_PRKAB1_1450	PRKAB1	1061	625	620	710	900	214
EpiKDlib_HSPA1A_804	HSPA1A	644	315	550	389	531	113
EpiKDlib_DNAJC1_476	DNAJC1	803	269	492	475	682	94
EpiKDlib_TET2_1946	TET2	396	222	280	309	289	78
EpiKDlib_UHRF1_2062	UHRF1	328	242	291	390	256	100
EpiKDlib_UBR7_2057	UBR7	224	65	166	146	150	44
EpiKDlib_DND1_482	DND1	615	292	393	300	445	153
EpiKDlib_RARA_1528	RARA	837	234	770	402	740	136
EpiKDlib_FAM175A_632	FAM175A	356	208	334	259	360	92
EpiKDlib_SAP30L_1628	SAP30L	427	363	441	484	467	128
EpiKDlib_SCMH1_1637	SCMH1	318	282	261	303	310	130
EpiKDlib_SETD7_1674	SETD7	235	202	189	242	305	71
EpiKDlib_BRMS1L_248	BRMS1L	638	351	438	435	597	148
EpiKDlib_ZMYND11_2184	ZMYND11	152	73	114	134	119	20
EpiKDlib_TAF12_1889	TAF12	36	83	34	112	64	25
EpiKDlib_PHF13_1349	PHF13	333	210	289	280	356	96
EpiKDlib_BRD7_231	BRD7	345	215	318	212	305	78
EpiKDlib_PIWIL4_1376	PIWIL4	526	300	364	497	359	148
EpiKDlib_PRKCD_1472	PRKCD	442	233	248	279	361	88
EpiKDlib_FOXA1_647	FOXA1	140	166	177	214	180	78
EpiKDlib_TRIM16_1995	TRIM16	481	724	440	499	448	171
EpiKDlib_HDAC9_743	HDAC9	814	510	750	620	656	202
EpiKDlib_SUV420H1_1854	SUV420H1	124	101	74	125	110	49
EpiKDlib_PHF1_1341	PHF1	365	174	256	208	348	79
EpiKDlib_MOV10_1084	MOV10	489	293	353	437	417	181
EpiKDlib_GFI1_683	GFI1	168	160	144	191	302	78
EpiKDlib_NCOA2_1160	NCOA2	486	299	415	482	516	137
EpiKDlib_IKZF3_820	IKZF3	405	219	319	367	464	105
EpiKDlib_SETMAR_1692	SETMAR	711	280	352	294	569	107
EpiKDlib_SMEK1_1772	SMEK1	178	44	90	65	150	20
EpiKDlib_MTA1_1108	MTA1	197	270	221	246	267	67
EpiKDlib_KDM3B_926	KDM3B	364	594	192	527	256	305
EpiKDlib_HMGB1_782	HMGB1	216	504	176	663	159	239
EpiKDlib_ARID1A_89	ARID1A	695	37	604	54	630	19
EpiKDlib_WDR5_2126	WDR5	37	9	48	24	48	13
EpiKDlib_CUL4B_442	CUL4B	1139	1163	1064	1512	1142	437
EpiKDlib_ZGPAT_2174	ZGPAT	737	100	570	155	692	31
EpiKDlib_RARA_1529	RARA	1015	317	827	469	929	184
EpiKDlib_EYA2_615	EYA2	540	454	454	618	428	114
EpiKDlib_APBB1_54	APBB1	466	261	325	275	377	140
EpiKDlib_TFDP1_1954	TFDP1	268	121	303	155	305	44
EpiKDlib_TRIM28_2004	TRIM28	602	436	626	648	729	176
EpiKDlib_DAPK3_453	DAPK3	482	297	414	292	439	85
EpiKDlib_SMYD1_1783	SMYD1	701	445	445	612	592	147
EpiKDlib_PHIP_1374	PHIP	675	39	473	78	586	26
EpiKDlib_SETMAR_1693	SETMAR	432	316	485	437	556	106
EpiKDlib_POLE3_1389	POLE3	311	165	216	331	330	102
EpiKDlib_CDY1_331	CDY1	564	370	430	523	513	159
EpiKDlib_RAG1_1521	RAG1	716	514	516	489	832	224
EpiKDlib_TRIM27_2001	TRIM27	327	358	225	478	399	180
EpiKDlib_CDK2_316	CDK2	776	109	620	155	829	67
EpiKDlib_YWHAZ_2153	YWHAZ	648	254	400	261	542	140
EpiKDlib_USP3_2092	USP3	321	322	153	305	195	132
EpiKDlib_PRMT8_1493	PRMT8	551	214	589	367	632	169
EpiKDlib_ZNF532_2196	ZNF532	531	178	438	223	532	86
EpiKDlib_SPEN_1807	SPEN	851	45	566	152	705	36
EpiKDlib_ATR_147	ATR	42	17	36	49	33	2
EpiKDlib_BRWD3_260	BRWD3	534	457	348	589	483	241
EpiKDlib_PRMT9_1495	PRMT9	428	528	421	903	588	282
EpiKDlib_PRDM5_1430	PRDM5	358	215	387	337	448	147
EpiKDlib_NO-TARGET_1226	NO-TARGET	450	288	398	371	419	123
EpiKDlib_SMARCA2_1736	SMARCA2	790	472	860	590	1006	266
EpiKDlib_FAM175B_635	FAM175B	802	204	610	252	903	90
EpiKDlib_PHF19_1355	PHF19	619	277	440	322	502	118
EpiKDlib_GFI1_682	GFI1	515	313	451	381	539	151
EpiKDlib_JMJD1C_870	JMJD1C	291	982	177	1166	233	480
EpiKDlib_TOP2B_1987	TOP2B	546	239	399	313	482	101
EpiKDlib_KDM5D_952	KDM5D	504	390	370	388	549	217
EpiKDlib_CUL3_436	CUL3	616	149	524	239	537	61
EpiKDlib_HDAC5_729	HDAC5	460	416	395	488	349	134
EpiKDlib_ARNTL_104	ARNTL	460	278	320	257	530	143
EpiKDlib_MTF2_1118	MTF2	270	113	272	175	364	69
EpiKDlib_ZNF711_2208	ZNF711	495	308	453	424	483	117
EpiKDlib_ASXL2_124	ASXL2	102	170	47	244	79	96
EpiKDlib_RING1_1558	RING1	353	282	263	322	455	122
EpiKDlib_UBR7_2055	UBR7	323	349	247	242	260	97
EpiKDlib_CTCF_421	CTCF	504	251	355	422	500	127
EpiKDlib_UBE2H_2039	UBE2H	1013	231	597	330	666	78
EpiKDlib_PRDM7_1435	PRDM7	521	276	437	298	578	121
EpiKDlib_ING1_824	ING1	104	80	110	110	142	48
EpiKDlib_MECP2_1056	MECP2	246	118	190	171	260	66
EpiKDlib_KDM4B_930	KDM4B	378	145	421	274	445	78
EpiKDlib_YY1_2156	YY1	438	187	280	270	324	116
EpiKDlib_HP1BP3_798	HP1BP3	267	264	249	267	226	111
EpiKDlib_UBE2H_2037	UBE2H	170	25	212	66	226	11
EpiKDlib_CHD2_358	CHD2	549	115	426	316	532	63
EpiKDlib_SETD3_1663	SETD3	624	277	516	622	510	154
EpiKDlib_CLOCK_403	CLOCK	495	273	278	327	421	88
EpiKDlib_USP46_2102	USP46	184	123	126	134	127	42
EpiKDlib_MAP3K7_1010	MAP3K7	598	342	446	398	442	132
EpiKDlib_EP300_569	EP300	597	354	366	389	403	135
EpiKDlib_NO-TARGET_1197	NO-TARGET	714	415	416	434	674	130
EpiKDlib_SAP30_1624	SAP30	44	8	24	8	16	3
EpiKDlib_SETD7_1672	SETD7	482	215	348	421	574	157
EpiKDlib_CSNK2A1_414	CSNK2A1	488	651	304	626	432	301
EpiKDlib_PHF20L1_1365	PHF20L1	397	349	262	426	338	155
EpiKDlib_CTBP2_420	CTBP2	242	51	209	94	210	29
EpiKDlib_HDAC3_724	HDAC3	84	59	26	33	55	32
EpiKDlib_MAZ_1020	MAZ	290	217	229	261	247	102
EpiKDlib_HDGFRP2_747	HDGFRP2	487	341	360	554	455	171
EpiKDlib_SHPRH_1709	SHPRH	303	262	271	419	301	84
EpiKDlib_SPOP_1809	SPOP	747	24	657	48	755	18
EpiKDlib_SIRT6_1726	SIRT6	432	180	343	185	423	72
EpiKDlib_UBE2N_2040	UBE2N	451	170	313	249	499	63
EpiKDlib_MDC1_1052	MDC1	148	68	111	117	139	43
EpiKDlib_MORF4L2_1081	MORF4L2	695	372	552	607	634	164
EpiKDlib_MST1_1104	MST1	358	219	170	228	331	56
EpiKDlib_BRD4_230	BRD4	58	22	61	73	95	24
EpiKDlib_INO80_839	INO80	66	122	71	159	71	70
EpiKDlib_APOBEC2_64	APOBEC2	536	297	398	495	619	149
EpiKDlib_KDM5B_947	KDM5B	447	313	350	245	413	111
EpiKDlib_TAF9_1922	TAF9	201	74	83	90	134	34
EpiKDlib_SAFB_1614	SAFB	218	51	190	112	171	32
EpiKDlib_KAT7_904	KAT7	363	75	298	161	368	41
EpiKDlib_MUM1_1121	MUM1	298	91	250	153	340	53
EpiKDlib_BRD4_228	BRD4	194	487	134	423	224	225
EpiKDlib_FAM175A_631	FAM175A	368	211	293	253	448	106
EpiKDlib_FOXP3_657	FOXP3	722	444	484	722	493	143
EpiKDlib_UBN1_2047	UBN1	638	279	498	361	607	131
EpiKDlib_KAT7_903	KAT7	259	93	250	129	305	46
EpiKDlib_NCOA6_1165	NCOA6	90	142	121	183	110	91
EpiKDlib_ZBTB16_2159	ZBTB16	347	357	272	289	366	127
EpiKDlib_DPF3_510	DPF3	487	390	403	304	479	159
EpiKDlib_TET3_1947	TET3	354	257	239	346	364	120
EpiKDlib_EID2_544	EID2	498	291	363	326	418	121
EpiKDlib_APOBEC1_62	APOBEC1	222	172	184	198	265	80
EpiKDlib_BRPF3_253	BRPF3	194	138	221	223	298	65
EpiKDlib_TDRD7_1936	TDRD7	486	467	430	478	382	132
EpiKDlib_ING4_831	ING4	551	236	351	321	430	99
EpiKDlib_SIN3B_1717	SIN3B	187	2	114	24	102	2
EpiKDlib_NO-TARGET_1234	NO-TARGET	294	342	162	303	241	90
EpiKDlib_PCGF2_1311	PCGF2	272	200	203	327	216	86
EpiKDlib_ATXN7L3_157	ATXN7L3	286	22	210	37	326	17
EpiKDlib_ZBTB16_2157	ZBTB16	982	567	741	639	771	198
EpiKDlib_ZNF532_2197	ZNF532	576	184	520	202	558	66
EpiKDlib_RBBP5_1539	RBBP5	767	366	631	393	583	92
EpiKDlib_SS18L2_1824	SS18L2	712	304	445	370	488	110
EpiKDlib_PHF21A_1367	PHF21A	328	126	395	273	356	32
EpiKDlib_TYW5_2021	TYW5	558	405	308	357	303	132
EpiKDlib_PARP1_1290	PARP1	40	37	64	46	91	20
EpiKDlib_HSPA1A_806	HSPA1A	296	201	244	232	248	97
EpiKDlib_SF3B1_1696	SF3B1	35	19	34	26	20	0
EpiKDlib_PRKAB2_1455	PRKAB2	563	261	374	218	460	101
EpiKDlib_PADI1_1266	PADI1	473	277	378	394	576	92
EpiKDlib_KMT2A_970	KMT2A	1030	562	730	442	1019	146
EpiKDlib_PRDM11_1409	PRDM11	367	508	256	422	376	199
EpiKDlib_GADD45B_666	GADD45B	411	422	344	467	402	135
EpiKDlib_NPM2_1247	NPM2	324	222	303	283	400	94
EpiKDlib_HSPA1A_805	HSPA1A	275	159	264	322	385	85
EpiKDlib_PRMT8_1492	PRMT8	71	68	91	114	90	37
EpiKDlib_ERCC6_584	ERCC6	367	160	244	191	378	69
EpiKDlib_UIMC1_2068	UIMC1	263	386	225	442	281	132
EpiKDlib_EPC1_575	EPC1	291	146	189	217	295	100
EpiKDlib_NO-TARGET_1202	NO-TARGET	697	672	640	562	791	262
EpiKDlib_SIRT6_1725	SIRT6	342	330	274	379	310	103
EpiKDlib_KEAP1_967	KEAP1	30	48	25	45	25	31
EpiKDlib_USP21_2085	USP21	305	252	214	594	242	158
EpiKDlib_CHD3_361	CHD3	572	352	364	423	496	97
EpiKDlib_ATF7IP_140	ATF7IP	188	739	105	955	192	327
EpiKDlib_KDM5D_953	KDM5D	538	275	340	363	487	109
EpiKDlib_CTBP2_419	CTBP2	564	310	428	272	515	135
EpiKDlib_BRD7_233	BRD7	188	72	158	122	201	39
EpiKDlib_PRDM11_1410	PRDM11	320	159	181	270	336	88
EpiKDlib_MSL1_1096	MSL1	96	28	118	82	134	21
