sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_NO-TARGET_1209	NO-TARGET	460	147	387	214	412	56
EpiKDlib_LBR_999	LBR	460	253	328	402	388	92
EpiKDlib_RB1_1531	RB1	518	284	461	438	402	132
EpiKDlib_SUZ12_1863	SUZ12	493	292	394	331	508	121
EpiKDlib_SUV420H2_1859	SUV420H2	278	184	198	389	211	104
EpiKDlib_PARG_1286	PARG	296	158	172	176	285	76
EpiKDlib_TET2_1944	TET2	528	303	391	371	530	112
EpiKDlib_CCDC101_301	CCDC101	164	864	173	880	203	480
EpiKDlib_NO-TARGET_1232	NO-TARGET	209	120	175	125	162	46
EpiKDlib_ATR_149	ATR	109	61	84	54	60	15
EpiKDlib_CUL3_438	CUL3	291	30	325	49	342	28
EpiKDlib_SUV420H2_1861	SUV420H2	315	392	246	370	258	152
EpiKDlib_SMARCA1_1734	SMARCA1	410	215	281	254	197	62
EpiKDlib_IKZF1_817	IKZF1	369	267	432	330	406	104
EpiKDlib_SUV420H1_1855	SUV420H1	239	211	191	309	211	88
EpiKDlib_SATB2_1634	SATB2	346	300	267	303	328	104
EpiKDlib_SMARCAD1_1747	SMARCAD1	572	171	454	221	589	58
EpiKDlib_PRDM7_1437	PRDM7	599	343	582	543	726	237
EpiKDlib_KDM3B_924	KDM3B	382	213	244	320	329	161
EpiKDlib_SETD6_1669	SETD6	418	232	403	429	414	148
EpiKDlib_HR_803	HR	311	349	259	386	309	113
EpiKDlib_L3MBTL4_994	L3MBTL4	221	99	162	154	239	75
EpiKDlib_MAPKAPK3_1013	MAPKAPK3	567	387	435	394	653	153
EpiKDlib_PCNA_1323	PCNA	297	125	155	200	348	87
EpiKDlib_SUV39H2_1852	SUV39H2	54	24	43	60	41	20
EpiKDlib_TADA2B_1877	TADA2B	130	46	121	85	144	35
EpiKDlib_RYBP_1611	RYBP	204	117	208	169	326	70
EpiKDlib_RPS6KA5_1595	RPS6KA5	380	233	320	275	481	93
EpiKDlib_PRDM12_1413	PRDM12	326	190	257	282	354	80
EpiKDlib_KDM4A_928	KDM4A	307	217	210	257	263	138
EpiKDlib_ANP32A_45	ANP32A	223	130	203	157	279	88
EpiKDlib_STK4_1829	STK4	608	192	446	187	605	69
EpiKDlib_EXOSC2_588	EXOSC2	68	46	105	86	64	18
EpiKDlib_CHD5_368	CHD5	223	140	186	184	191	48
EpiKDlib_MLLT10_1073	MLLT10	229	227	182	362	175	126
EpiKDlib_SMARCA4_1741	SMARCA4	204	51	163	86	234	29
EpiKDlib_TADA1_1869	TADA1	131	704	88	858	121	296
EpiKDlib_PARP2_1291	PARP2	551	317	550	440	640	170
EpiKDlib_YAF2_2138	YAF2	425	415	331	486	445	129
EpiKDlib_INO80C_843	INO80C	212	519	184	849	204	300
EpiKDlib_ANP32B_49	ANP32B	401	197	246	201	401	98
EpiKDlib_RCOR3_1552	RCOR3	392	339	316	352	338	129
EpiKDlib_KDM8_963	KDM8	245	181	128	164	183	53
EpiKDlib_TADA3_1879	TADA3	266	271	248	265	220	83
EpiKDlib_TLE1_1960	TLE1	31	17	27	23	20	1
EpiKDlib_APOBEC3H_84	APOBEC3H	381	330	332	662	398	183
EpiKDlib_ZNF541_2201	ZNF541	433	201	463	379	586	103
EpiKDlib_SMEK2_1780	SMEK2	597	395	466	438	505	151
EpiKDlib_SETD5_1667	SETD5	186	45	139	87	181	21
EpiKDlib_SAP130_1617	SAP130	53	68	58	66	29	6
EpiKDlib_INO80C_845	INO80C	140	590	170	747	204	220
EpiKDlib_HIRA_761	HIRA	159	198	144	327	159	101
EpiKDlib_CHTOP_390	CHTOP	356	295	300	218	261	97
EpiKDlib_ANP32B_50	ANP32B	348	193	253	182	419	99
EpiKDlib_MST1_1106	MST1	64	98	98	178	124	58
EpiKDlib_ARID4B_101	ARID4B	170	366	216	574	258	210
EpiKDlib_PBK_1301	PBK	484	253	387	317	331	94
EpiKDlib_HMGB1_780	HMGB1	129	449	115	374	153	209
EpiKDlib_KMT2B_973	KMT2B	210	28	175	81	222	19
EpiKDlib_TRIM33_2007	TRIM33	284	724	240	695	292	247
EpiKDlib_KAT6A_897	KAT6A	329	415	303	420	278	96
EpiKDlib_RARA_1530	RARA	611	206	491	286	542	92
EpiKDlib_EED_531	EED	122	194	100	302	104	82
EpiKDlib_CDK17_315	CDK17	484	267	426	309	507	102
EpiKDlib_NO-TARGET_1225	NO-TARGET	203	380	166	304	192	101
EpiKDlib_PRKAG2_1461	PRKAG2	216	111	136	114	244	47
EpiKDlib_EXOSC5_598	EXOSC5	31	22	36	71	67	15
EpiKDlib_PHF13_1350	PHF13	135	191	129	142	168	68
EpiKDlib_ZNF516_2195	ZNF516	89	56	110	73	101	20
EpiKDlib_TFDP1_1953	TFDP1	261	176	152	173	187	40
EpiKDlib_DND1_483	DND1	168	147	132	127	151	35
EpiKDlib_SUPT3H_1840	SUPT3H	118	98	172	146	165	62
EpiKDlib_PHC1_1332	PHC1	282	323	253	437	353	119
EpiKDlib_NPAS2_1242	NPAS2	21	10	15	9	34	2
EpiKDlib_ARID4B_99	ARID4B	110	347	122	375	102	137
EpiKDlib_CENPC_343	CENPC	105	37	84	85	77	29
EpiKDlib_DPF3_509	DPF3	455	389	402	570	510	228
EpiKDlib_PAK2_1284	PAK2	445	301	310	327	446	133
EpiKDlib_BRD7_232	BRD7	210	48	167	92	183	27
EpiKDlib_KAT7_905	KAT7	230	93	173	110	249	53
EpiKDlib_GTF3C4_700	GTF3C4	105	139	119	243	83	90
EpiKDlib_CHUK_392	CHUK	545	334	630	408	769	157
EpiKDlib_TNP2_1978	TNP2	486	415	358	362	468	91
EpiKDlib_KAT2B_893	KAT2B	447	551	423	647	474	108
EpiKDlib_ATRX_150	ATRX	503	226	450	424	552	113
EpiKDlib_ZMYM2_2180	ZMYM2	403	187	340	241	290	103
EpiKDlib_ACTR8_24	ACTR8	259	135	213	181	283	84
EpiKDlib_FOXP1_652	FOXP1	163	75	128	110	174	41
EpiKDlib_CHD9_380	CHD9	389	254	248	277	356	115
EpiKDlib_RYBP_1609	RYBP	258	143	212	191	230	81
EpiKDlib_KMT2C_975	KMT2C	502	433	301	499	421	186
EpiKDlib_CLOCK_404	CLOCK	178	114	145	219	194	71
EpiKDlib_TAF6_1908	TAF6	24	19	12	22	21	13
EpiKDlib_HDAC7_736	HDAC7	136	151	94	221	80	53
EpiKDlib_CIT_398	CIT	227	150	185	249	228	71
EpiKDlib_ASXL2_123	ASXL2	134	734	110	690	128	229
EpiKDlib_ACTB_5	ACTB	249	115	260	221	337	77
EpiKDlib_UHRF2_2066	UHRF2	341	252	326	291	300	93
EpiKDlib_RUVBL2_1606	RUVBL2	19	21	25	33	11	6
EpiKDlib_KAT6A_898	KAT6A	205	189	108	255	202	103
EpiKDlib_EXOSC6_602	EXOSC6	47	11	15	8	25	22
EpiKDlib_PCGF2_1309	PCGF2	393	483	244	517	340	166
EpiKDlib_ATAD2_129	ATAD2	420	214	234	264	358	128
EpiKDlib_PRDM2_1423	PRDM2	388	193	344	322	449	105
EpiKDlib_APOBEC3B_70	APOBEC3B	359	178	313	315	314	100
EpiKDlib_SP100_1800	SP100	197	61	163	87	125	37
EpiKDlib_BAZ2B_195	BAZ2B	51	46	29	34	40	14
EpiKDlib_ATXN7_153	ATXN7	641	280	549	407	582	166
EpiKDlib_MDC1_1051	MDC1	149	103	80	49	94	29
EpiKDlib_ZNF711_2209	ZNF711	965	420	721	651	917	290
EpiKDlib_BRD3_227	BRD3	133	858	138	1267	138	460
EpiKDlib_DDB2_461	DDB2	492	104	402	249	560	77
EpiKDlib_BMI1_206	BMI1	772	369	550	568	685	165
EpiKDlib_RNF40_1583	RNF40	33	38	42	61	72	40
EpiKDlib_NEK9_1178	NEK9	629	312	639	565	589	202
EpiKDlib_RBBP7_1540	RBBP7	302	157	268	213	352	79
EpiKDlib_NO-TARGET_1198	NO-TARGET	590	284	470	502	483	143
EpiKDlib_RAI1_1526	RAI1	323	187	267	212	265	85
EpiKDlib_VDR_2114	VDR	374	269	240	239	275	91
EpiKDlib_RAI1_1525	RAI1	471	378	445	350	359	106
EpiKDlib_PRMT2_1481	PRMT2	335	190	310	341	379	83
EpiKDlib_L3MBTL1_986	L3MBTL1	458	323	376	358	438	144
EpiKDlib_SUV420H1_1857	SUV420H1	320	273	247	244	406	143
EpiKDlib_UHRF1_2061	UHRF1	113	108	126	163	114	43
EpiKDlib_SP140_1803	SP140	577	357	370	366	435	117
EpiKDlib_PRKAB2_1454	PRKAB2	89	44	109	113	210	30
EpiKDlib_GFI1B_685	GFI1B	537	298	439	419	550	160
EpiKDlib_GTF2I_697	GTF2I	228	127	181	136	242	65
EpiKDlib_SMARCC1_1754	SMARCC1	216	93	183	146	302	70
EpiKDlib_MORF4L1_1078	MORF4L1	160	143	192	160	196	45
EpiKDlib_CCDC101_302	CCDC101	75	419	43	523	71	181
EpiKDlib_GATAD2A_675	GATAD2A	231	126	219	252	275	102
EpiKDlib_BRMS1L_247	BRMS1L	292	172	290	334	297	121
EpiKDlib_ERBB4_579	ERBB4	354	250	336	319	391	105
EpiKDlib_NAT10_1146	NAT10	56	8	27	18	53	4
EpiKDlib_KMT2E_982	KMT2E	54	29	47	66	73	17
EpiKDlib_KDM2A_915	KDM2A	134	47	188	87	205	61
EpiKDlib_ATXN7L3_158	ATXN7L3	400	81	283	127	388	42
EpiKDlib_YAF2_2137	YAF2	349	189	369	278	317	61
EpiKDlib_PRMT5_1483	PRMT5	76	42	54	43	55	13
EpiKDlib_TAF3_1897	TAF3	208	153	133	196	84	67
EpiKDlib_NCOA3_1163	NCOA3	256	336	166	550	187	180
EpiKDlib_CHTOP_388	CHTOP	61	254	43	199	72	104
EpiKDlib_HDGFRP2_748	HDGFRP2	49	30	29	28	32	1
EpiKDlib_FAM175A_630	FAM175A	286	175	239	291	339	63
EpiKDlib_CHD1L_355	CHD1L	781	450	501	578	795	209
EpiKDlib_NBN_1150	NBN	39	18	38	59	15	15
EpiKDlib_CHD7_375	CHD7	194	51	236	113	255	34
EpiKDlib_MBD2_1028	MBD2	130	102	99	86	105	31
EpiKDlib_USP12_2073	USP12	483	253	385	407	511	184
EpiKDlib_CBX1_276	CBX1	178	33	138	103	178	13
EpiKDlib_CENPC_345	CENPC	35	34	47	41	41	10
EpiKDlib_TBL1XR1_1927	TBL1XR1	226	36	281	88	339	20
EpiKDlib_SENP3_1649	SENP3	131	148	80	163	35	29
EpiKDlib_ZNHIT1_2212	ZNHIT1	52	23	48	49	93	16
EpiKDlib_SETD6_1671	SETD6	393	229	245	253	327	74
EpiKDlib_SIRT2_1723	SIRT2	62	29	83	72	116	12
EpiKDlib_MLLT6_1076	MLLT6	23	16	24	14	23	11
EpiKDlib_JDP2_869	JDP2	335	141	263	223	383	97
EpiKDlib_CCDC101_303	CCDC101	271	468	230	456	232	181
EpiKDlib_DTX3L_522	DTX3L	294	162	283	167	313	64
EpiKDlib_TET1_1943	TET1	84	205	74	316	96	103
EpiKDlib_HDGF_745	HDGF	373	130	242	240	306	92
EpiKDlib_GADD45G_669	GADD45G	372	136	386	218	277	63
EpiKDlib_BCOR_199	BCOR	281	326	224	534	287	159
EpiKDlib_PKN1_1381	PKN1	253	147	310	158	360	68
EpiKDlib_PRKAA1_1445	PRKAA1	631	348	585	409	562	94
EpiKDlib_SUV420H2_1858	SUV420H2	385	290	315	390	480	112
EpiKDlib_RBBP7_1541	RBBP7	569	308	486	391	599	130
EpiKDlib_EID2B_547	EID2B	430	279	240	388	524	152
EpiKDlib_PCGF5_1315	PCGF5	207	80	139	60	199	39
EpiKDlib_LAS1L_997	LAS1L	18	1	24	11	28	5
EpiKDlib_UTY_2110	UTY	337	374	265	330	283	98
EpiKDlib_YY1_2155	YY1	426	312	341	357	494	250
EpiKDlib_KDM3A_923	KDM3A	257	249	218	280	280	138
EpiKDlib_SET_1653	SET	219	25	148	36	289	4
EpiKDlib_NO-TARGET_1206	NO-TARGET	263	165	238	235	339	103
EpiKDlib_ACTR5_16	ACTR5	316	634	208	543	159	214
EpiKDlib_SUV420H1_1856	SUV420H1	206	212	126	333	193	169
EpiKDlib_HIRIP3_763	HIRIP3	289	198	304	360	284	84
EpiKDlib_SIN3A_1712	SIN3A	348	328	242	313	214	146
EpiKDlib_PCGF5_1316	PCGF5	106	127	95	203	164	79
EpiKDlib_TDG_1931	TDG	447	184	367	245	535	108
EpiKDlib_UBE2N_2041	UBE2N	385	299	265	275	321	74
EpiKDlib_KMT2C_977	KMT2C	230	313	222	332	237	105
EpiKDlib_YEATS2_2141	YEATS2	33	7	34	12	15	9
EpiKDlib_RLIM_1567	RLIM	385	313	357	336	402	127
EpiKDlib_AURKC_165	AURKC	279	112	168	214	273	50
EpiKDlib_MPHOSPH8_1088	MPHOSPH8	54	185	66	147	59	69
EpiKDlib_CREBBP_409	CREBBP	270	23	413	77	325	25
EpiKDlib_ADNP_25	ADNP	621	619	605	778	663	234
EpiKDlib_TRIM16_1996	TRIM16	119	142	100	153	156	46
EpiKDlib_BRMS1_243	BRMS1	158	71	109	91	101	27
EpiKDlib_CTBP1_417	CTBP1	302	89	282	184	325	58
EpiKDlib_GTF2I_696	GTF2I	60	12	38	16	34	14
EpiKDlib_TAF5_1902	TAF5	27	12	9	16	30	9
EpiKDlib_ING4_833	ING4	428	223	412	366	424	124
EpiKDlib_HDAC4_727	HDAC4	255	208	280	342	341	85
EpiKDlib_APBB1_56	APBB1	419	174	357	285	416	76
EpiKDlib_NSD1_1249	NSD1	107	351	73	340	118	141
EpiKDlib_ATXN7_155	ATXN7	444	343	343	331	458	150
EpiKDlib_MBD5_1035	MBD5	148	93	93	105	130	55
EpiKDlib_PRMT1_1477	PRMT1	358	133	203	279	294	61
EpiKDlib_KDM6B_959	KDM6B	275	180	215	307	229	61
EpiKDlib_EPC2_578	EPC2	828	320	675	527	813	154
EpiKDlib_HUWE1_811	HUWE1	141	614	81	471	116	293
EpiKDlib_RAD54L2_1517	RAD54L2	437	271	503	351	517	145
EpiKDlib_NCOR1_1167	NCOR1	340	101	281	164	369	29
EpiKDlib_PRMT5_1485	PRMT5	185	92	193	144	197	65
EpiKDlib_EHMT1_535	EHMT1	28	439	8	393	26	182
EpiKDlib_SMYD3_1787	SMYD3	136	175	184	167	145	55
EpiKDlib_CIR1_395	CIR1	51	53	74	53	82	9
EpiKDlib_CTCF_422	CTCF	482	135	346	135	360	58
EpiKDlib_USP22_2090	USP22	286	216	261	312	280	94
EpiKDlib_MEN1_1061	MEN1	356	630	300	621	330	192
EpiKDlib_PPP4R2_1403	PPP4R2	22	16	9	78	21	27
EpiKDlib_SAP30L_1629	SAP30L	334	257	368	365	424	111
EpiKDlib_ZRANB3_2214	ZRANB3	311	622	324	1089	345	259
EpiKDlib_DNMT3A_489	DNMT3A	298	208	311	413	330	102
EpiKDlib_DDX50_468	DDX50	164	100	110	139	198	63
EpiKDlib_HDGF_746	HDGF	150	82	128	116	146	53
EpiKDlib_HDAC10_715	HDAC10	250	141	214	202	317	66
EpiKDlib_YY1_2154	YY1	458	144	378	207	422	63
EpiKDlib_INO80E_851	INO80E	164	317	103	329	147	106
EpiKDlib_BAZ1B_191	BAZ1B	93	67	46	35	67	14
EpiKDlib_RMI1_1571	RMI1	385	226	277	237	330	119
EpiKDlib_APOBEC3B_71	APOBEC3B	167	97	199	173	322	81
EpiKDlib_PCGF2_1310	PCGF2	305	262	177	371	223	105
EpiKDlib_KMT2A_969	KMT2A	839	365	537	261	749	151
EpiKDlib_APOBEC3G_82	APOBEC3G	10	8	20	8	15	2
EpiKDlib_HDAC9_742	HDAC9	458	235	477	359	485	84
EpiKDlib_BRD1_219	BRD1	70	36	87	79	70	13
EpiKDlib_PRDM8_1438	PRDM8	682	451	574	528	743	215
EpiKDlib_EHMT1_536	EHMT1	26	457	43	410	60	142
EpiKDlib_EED_533	EED	504	610	475	628	591	220
EpiKDlib_HELLS_752	HELLS	290	175	236	263	307	45
EpiKDlib_KDM7A_960	KDM7A	310	237	324	268	325	108
EpiKDlib_NAT10_1147	NAT10	61	66	45	63	65	18
EpiKDlib_INO80B_842	INO80B	11	19	12	69	14	13
EpiKDlib_SUPT7L_1846	SUPT7L	79	182	53	233	79	100
EpiKDlib_CBX2_280	CBX2	114	381	111	638	107	133
EpiKDlib_MAP3K7_1009	MAP3K7	373	404	484	418	439	212
EpiKDlib_PRDM2_1424	PRDM2	109	42	105	141	92	46
EpiKDlib_BAHD1_174	BAHD1	172	261	177	287	217	89
EpiKDlib_TBL1XR1_1928	TBL1XR1	182	33	62	78	126	10
EpiKDlib_MAX_1017	MAX	69	87	58	60	85	21
EpiKDlib_ALKBH1_39	ALKBH1	40	8	41	32	39	7
EpiKDlib_HDAC1_713	HDAC1	544	273	621	415	514	168
EpiKDlib_SS18L1_1821	SS18L1	100	23	71	101	55	21
EpiKDlib_NO-TARGET_1194	NO-TARGET	212	135	194	138	201	79
EpiKDlib_APEX1_57	APEX1	59	147	48	165	46	86
EpiKDlib_NAA60_1133	NAA60	441	374	351	416	456	160
EpiKDlib_BABAM1_169	BABAM1	361	243	305	356	391	206
EpiKDlib_BRD1_221	BRD1	89	8	55	64	100	4
EpiKDlib_DPPA3_511	DPPA3	317	140	232	200	249	93
EpiKDlib_ACTB_4	ACTB	84	364	113	451	67	173
EpiKDlib_SF3B3_1698	SF3B3	15	5	28	13	61	9
EpiKDlib_CDC73_307	CDC73	62	43	101	58	74	40
EpiKDlib_SIRT7_1727	SIRT7	326	198	339	233	324	63
EpiKDlib_RCOR1_1550	RCOR1	208	306	142	348	184	141
EpiKDlib_RAD54L_1513	RAD54L	206	74	154	57	285	32
EpiKDlib_ARID2_94	ARID2	157	68	102	74	141	30
EpiKDlib_APOBEC3C_73	APOBEC3C	516	246	383	389	517	134
EpiKDlib_HDAC11_718	HDAC11	192	126	207	401	147	75
EpiKDlib_DPF1_502	DPF1	183	35	178	39	212	20
EpiKDlib_DPF2_506	DPF2	75	7	43	18	49	1
EpiKDlib_KEAP1_968	KEAP1	180	126	123	147	130	56
EpiKDlib_MORF4L1_1077	MORF4L1	199	96	154	239	207	55
EpiKDlib_SUPT3H_1838	SUPT3H	234	136	158	124	220	55
EpiKDlib_ASXL3_126	ASXL3	362	248	369	339	429	95
EpiKDlib_SENP1_1645	SENP1	225	190	179	189	233	114
EpiKDlib_A1CF_1	A1CF	463	249	294	284	347	149
EpiKDlib_MBD6_1038	MBD6	115	466	78	415	105	231
EpiKDlib_BAHD1_175	BAHD1	212	128	241	224	226	26
EpiKDlib_UTY_2111	UTY	509	220	303	248	426	100
EpiKDlib_PPP4R2_1404	PPP4R2	62	151	21	201	37	108
EpiKDlib_NSD3_1255	NSD3	299	166	321	197	383	65
EpiKDlib_JDP2_867	JDP2	326	154	195	241	290	60
EpiKDlib_NAP1L4_1140	NAP1L4	127	120	111	177	164	55
EpiKDlib_C11orf30_268	C11orf30	164	6	174	20	163	13
EpiKDlib_MBTD1_1046	MBTD1	157	15	145	60	115	16
EpiKDlib_JADE3_860	JADE3	104	87	111	98	108	41
EpiKDlib_DPF1_504	DPF1	94	57	67	67	91	9
EpiKDlib_ZMYM2_2178	ZMYM2	415	349	373	496	276	148
EpiKDlib_ANKRD32_41	ANKRD32	281	213	165	380	330	135
EpiKDlib_SMARCE1_1771	SMARCE1	143	93	161	91	124	31
EpiKDlib_MRGBP_1090	MRGBP	47	98	65	130	82	35
EpiKDlib_HMGN1_783	HMGN1	107	35	116	81	111	23
EpiKDlib_HMGN4_794	HMGN4	153	158	134	257	136	79
EpiKDlib_PHF20_1360	PHF20	38	44	42	71	22	15
EpiKDlib_PADI1_1265	PADI1	390	142	283	239	358	92
EpiKDlib_HDAC5_730	HDAC5	263	225	300	301	360	90
EpiKDlib_JADE3_859	JADE3	230	158	155	287	197	82
EpiKDlib_NFYC_1185	NFYC	323	98	217	102	458	52
EpiKDlib_ZNF592_2203	ZNF592	266	106	164	197	102	48
EpiKDlib_NSD3_1257	NSD3	337	97	247	113	260	26
EpiKDlib_RNF168_1575	RNF168	142	96	74	101	132	23
EpiKDlib_MSL3_1103	MSL3	233	86	157	138	263	53
EpiKDlib_EZH1_624	EZH1	491	134	332	209	503	75
EpiKDlib_UHRF2_2064	UHRF2	184	93	167	202	139	49
EpiKDlib_HDGF_744	HDGF	79	33	80	33	130	28
EpiKDlib_IKZF1_818	IKZF1	129	127	156	294	125	80
EpiKDlib_SF3B3_1699	SF3B3	27	30	41	29	41	11
EpiKDlib_MYO1C_1126	MYO1C	407	236	460	348	509	106
EpiKDlib_PRKAB2_1453	PRKAB2	294	201	302	296	380	65
EpiKDlib_MGEA5_1067	MGEA5	23	27	16	33	23	5
EpiKDlib_PRKAA2_1447	PRKAA2	85	269	86	324	88	127
EpiKDlib_CUL4A_439	CUL4A	271	419	190	464	232	162
EpiKDlib_MEAF6_1053	MEAF6	58	18	56	8	74	12
EpiKDlib_SENP3_1650	SENP3	18	7	31	63	20	9
EpiKDlib_MAZ_1021	MAZ	271	237	121	218	233	74
EpiKDlib_RAD54L_1515	RAD54L	140	35	92	34	212	23
EpiKDlib_TLE1_1961	TLE1	347	149	304	171	391	85
EpiKDlib_MBD6_1039	MBD6	162	285	129	267	228	200
EpiKDlib_SMARCC1_1755	SMARCC1	148	70	127	81	201	16
EpiKDlib_WDR77_2128	WDR77	4	0	7	5	22	6
EpiKDlib_ZNHIT1_2211	ZNHIT1	118	73	137	106	157	28
EpiKDlib_PARP3_1295	PARP3	105	41	59	54	44	25
EpiKDlib_PIWIL4_1375	PIWIL4	161	502	157	524	180	199
EpiKDlib_ANKRD32_43	ANKRD32	92	123	92	164	164	55
EpiKDlib_MBD2_1027	MBD2	3	0	1	3	2	1
EpiKDlib_HIF1AN_755	HIF1AN	58	40	41	56	85	25
EpiKDlib_NSD2_1252	NSD2	95	145	116	186	100	68
EpiKDlib_JMJD6_875	JMJD6	276	271	192	235	271	105
EpiKDlib_SETD2_1662	SETD2	44	16	24	18	43	6
EpiKDlib_TADA2B_1875	TADA2B	139	588	193	788	175	338
EpiKDlib_PRDM13_1416	PRDM13	447	213	293	235	438	110
EpiKDlib_RIOX2_1564	RIOX2	302	231	324	229	380	86
EpiKDlib_ELP4_557	ELP4	9	6	22	11	19	5
EpiKDlib_KANSL1_878	KANSL1	26	76	19	66	35	29
EpiKDlib_PHF21A_1368	PHF21A	505	179	437	225	555	93
EpiKDlib_DNMT1_484	DNMT1	89	44	64	91	80	41
EpiKDlib_DNAJC2_480	DNAJC2	74	24	50	1	48	9
EpiKDlib_SFMBT1_1701	SFMBT1	362	129	310	219	343	55
EpiKDlib_SP1_1797	SP1	145	1826	157	2034	159	670
EpiKDlib_MLLT6_1074	MLLT6	397	216	289	218	423	99
EpiKDlib_ING2_827	ING2	321	153	353	198	281	58
EpiKDlib_PELP1_1327	PELP1	97	43	106	123	86	50
EpiKDlib_SETD8_1679	SETD8	478	256	292	398	387	130
EpiKDlib_WDR82_2130	WDR82	60	66	51	58	48	35
EpiKDlib_WSB2_2135	WSB2	134	38	108	111	226	33
EpiKDlib_PHF20L1_1363	PHF20L1	268	285	250	427	350	153
EpiKDlib_PRKCD_1471	PRKCD	194	396	171	369	177	123
EpiKDlib_KDM1B_913	KDM1B	108	157	87	178	111	88
EpiKDlib_GTF2I_698	GTF2I	142	95	134	122	231	51
EpiKDlib_TBL1XR1_1926	TBL1XR1	87	56	79	108	110	50
EpiKDlib_CDK1_310	CDK1	40	13	39	16	62	1
EpiKDlib_KDM2A_917	KDM2A	223	101	194	169	203	37
EpiKDlib_GSG2_694	GSG2	170	91	178	168	130	49
EpiKDlib_TAF2_1895	TAF2	48	43	43	79	76	28
EpiKDlib_EXOSC4_595	EXOSC4	10	12	28	6	34	8
EpiKDlib_NAP1L1_1134	NAP1L1	221	132	168	215	224	77
EpiKDlib_ANP32E_51	ANP32E	84	21	60	67	58	21
EpiKDlib_SMARCA2_1737	SMARCA2	329	325	282	246	318	77
EpiKDlib_KAT2B_892	KAT2B	351	222	265	345	373	99
EpiKDlib_ZFP57_2169	ZFP57	179	293	139	460	172	179
EpiKDlib_ACTL6B_11	ACTL6B	207	162	231	344	249	126
EpiKDlib_BRMS1_244	BRMS1	180	83	176	150	232	52
EpiKDlib_ING3_830	ING3	188	41	144	70	184	39
EpiKDlib_PKM_1380	PKM	79	41	46	53	92	16
EpiKDlib_BABAM2_173	BABAM2	258	120	212	129	395	35
EpiKDlib_PDP1_1325	PDP1	238	164	162	227	175	70
EpiKDlib_BAZ1B_189	BAZ1B	455	287	296	312	411	121
EpiKDlib_HIF1AN_754	HIF1AN	202	192	253	236	217	80
EpiKDlib_WAC_2123	WAC	124	131	126	196	105	62
EpiKDlib_MLLT6_1075	MLLT6	53	33	56	60	75	10
EpiKDlib_BAP1_182	BAP1	34	75	32	69	46	55
EpiKDlib_INO80E_849	INO80E	16	675	19	755	40	366
EpiKDlib_HDAC2_721	HDAC2	111	59	127	75	138	25
EpiKDlib_PRDM1_1406	PRDM1	365	200	399	365	464	145
EpiKDlib_PADI2_1268	PADI2	158	36	130	82	132	12
EpiKDlib_SET_1651	SET	655	218	414	331	658	79
EpiKDlib_DEK_471	DEK	244	163	113	99	202	30
EpiKDlib_SCML2_1641	SCML2	172	172	169	122	193	67
EpiKDlib_KDM4C_935	KDM4C	151	102	139	112	130	32
EpiKDlib_SNAI2_1795	SNAI2	82	9	89	10	76	0
EpiKDlib_BRCC3_216	BRCC3	606	160	467	255	620	124
EpiKDlib_AURKA_160	AURKA	21	8	19	13	16	7
EpiKDlib_ZNF592_2202	ZNF592	274	204	219	196	337	114
EpiKDlib_DNMT3A_487	DNMT3A	305	223	272	237	292	54
EpiKDlib_USP36_2096	USP36	22	29	33	28	24	14
EpiKDlib_SETD1B_1659	SETD1B	35	238	22	225	19	121
EpiKDlib_HDAC2_720	HDAC2	15	0	16	8	12	0
EpiKDlib_SETD7_1673	SETD7	386	190	225	327	283	143
EpiKDlib_PPARGC1A_1391	PPARGC1A	416	197	342	309	424	84
EpiKDlib_SETD3_1665	SETD3	294	128	309	192	276	34
EpiKDlib_SETD1B_1657	SETD1B	58	418	67	428	71	181
EpiKDlib_TAF1_1883	TAF1	26	15	16	15	19	3
EpiKDlib_PRKDC_1476	PRKDC	20	31	18	58	34	18
EpiKDlib_ZMYND11_2186	ZMYND11	247	136	184	287	194	92
EpiKDlib_EXOSC7_603	EXOSC7	141	185	135	197	188	77
EpiKDlib_TET3_1948	TET3	192	152	199	167	199	58
EpiKDlib_PRKDC_1474	PRKDC	25	20	9	20	15	14
EpiKDlib_SMEK1_1773	SMEK1	347	194	200	176	355	71
EpiKDlib_CHD3_362	CHD3	270	122	228	212	227	68
EpiKDlib_SAP25_1623	SAP25	236	151	159	143	186	53
EpiKDlib_CDYL2_338	CDYL2	305	195	340	304	378	127
EpiKDlib_E2F6_528	E2F6	214	185	174	239	167	58
EpiKDlib_DNAJC2_478	DNAJC2	100	28	126	53	61	15
EpiKDlib_DNTTIP2_497	DNTTIP2	20	12	13	20	21	4
EpiKDlib_WSB2_2133	WSB2	64	18	67	44	111	17
EpiKDlib_KDM5C_950	KDM5C	645	569	524	707	800	334
EpiKDlib_UBR7_2056	UBR7	529	546	473	583	551	238
EpiKDlib_TFPT_1958	TFPT	19	5	22	28	31	6
EpiKDlib_PHF1_1340	PHF1	63	17	39	25	59	15
EpiKDlib_SETD8_1684	SETD8	36	10	34	14	34	4
EpiKDlib_CHEK1_383	CHEK1	21	5	18	37	8	21
