sgRNA	Gene	D9_rep1_SSEA5_hi	D9_rep1_SSEA5_low	D9_rep2_SSEA5_hi	D9_rep2_SSEA5_low	D9_rep3_SSEA5_hi	D9_rep3_SSEA5_low
EpiKDlib_DAPK3_451	DAPK3	228.56927180092677	248.88026411003264	183.77979531767778	188.57163090084515	185.96537824419445	260.9689439313829
EpiKDlib_JMJD1C_872	JMJD1C	144.46663173174304	817.9110497797891	144.0436233570988	444.42703620762563	108.30167621884122	851.8420245307404
EpiKDlib_CIT_397	CIT	557.5191140070084	511.3358153533398	623.3611976315827	751.6305851399884	561.458689871361	551.4815418927337
EpiKDlib_HIRIP3_762	HIRIP3	341.836537055392	256.79918160444277	384.9441658681089	301.89167200557836	292.8420324075246	251.12105925472693
EpiKDlib_SMARCA2_1738	SMARCA2	243.49070794223357	278.2933862321274	211.09841354057585	119.51723085264834	299.2546316573244	204.34360704061115
EpiKDlib_NO-TARGET_1220	NO-TARGET	128.188701395772	97.2895577884673	100.99610373313824	119.51723085264834	115.42678649639656	105.86476027405155
EpiKDlib_BAZ1A_188	BAZ1A	337.0888073740671	150.45943239379247	212.7540873722666	229.29602067285865	247.95383765892595	204.34360704061115
EpiKDlib_MYO1C_1125	MYO1C	278.7595570035042	260.1930033877614	244.21189017439164	205.39257450232898	313.5048522124351	199.41966470228317
EpiKDlib_PRDM8_1439	PRDM8	244.1689550395657	394.8146007927336	235.93352101593769	319.597928428193	223.01595168748224	467.774522141158
EpiKDlib_KANSL2_879	KANSL2	24.41689550395657	109.73357099396894	35.596987381352	82.33409236515774	31.35048522124351	46.777452214115804
EpiKDlib_NPM2_1248	NPM2	342.51478415272413	408.3898879260081	366.73175371951015	316.94198996480077	386.1809770434996	361.90976186710645
EpiKDlib_TRIM28_2005	TRIM28	124.11921881177923	418.571353275964	120.86418971342773	367.4048207692523	174.5652018001059	418.53509875787825
EpiKDlib_HDAC1_712	HDAC1	269.94234473818653	342.7760001151813	317.0615387687865	370.9460720537752	418.95648432025416	295.43654029967877
EpiKDlib_TNP1_1974	TNP1	530.3892301137233	425.35899684260124	470.2113682001846	532.0730054995678	534.3832708166508	384.0675023895824
EpiKDlib_NAA60_1131	NAA60	410.3394938859368	352.9574654651372	347.69150465506607	377.1432618016903	338.4427381838788	285.5886556230228
EpiKDlib_TAF1L_1890	TAF1L	240.09947245557294	287.3435776543104	250.8345855011548	272.67634890826434	240.8287273813706	243.73514574723498
EpiKDlib_BPTF_207	BPTF	334.3758189847386	643.6948649027662	295.53777895680616	569.2561439870584	408.26881890392116	723.8195237342129
EpiKDlib_SIN3B_1715	SIN3B	272.65533312751506	14.706561061047383	259.11295465960876	46.036266698797874	213.04079729890475	32.00562519913186
EpiKDlib_RPS6KA5_1594	RPS6KA5	373.0359035326698	203.6293069991176	420.5411532494609	264.7085335180878	349.84291462796733	260.9689439313829
EpiKDlib_HDAC6_734	HDAC6	221.1085537302734	276.03083837658164	216.0654350356482	250.54352837999613	247.2413266311704	231.42528990141503
EpiKDlib_DNMT3B_491	DNMT3B	330.98458349807794	347.3010958262728	283.94806213497066	362.0929438424679	247.2413266311704	317.59428082215464
EpiKDlib_PRMT2_1482	PRMT2	371.00116224067347	292.9999472931748	297.193452788497	262.93790787582634	378.34335573818873	236.349232239743
EpiKDlib_REST_1557	REST	230.60401309292317	219.46714198793788	230.9664995208653	209.81913860798264	227.29101785401545	224.03937639392305
EpiKDlib_KAT6B_901	KAT6B	455.78204940718933	1278.3395383833495	273.1861822289805	868.4918775292446	291.41701035201356	915.8532749290041
EpiKDlib_ACTR3B_14	ACTR3B	134.29292527176113	244.35516839894115	156.46117709477974	262.93790787582634	193.80299954950533	283.1266844538588
EpiKDlib_SETD8_1675	SETD8	360.1492086833594	432.1466404092385	293.05426820927	444.42703620762563	262.91656924179216	320.0562519913187
EpiKDlib_SMARCA5_1744	SMARCA5	411.01774098326894	539.6176635476617	379.1493074571911	450.62422595554074	353.405469766745	509.62803201694584
EpiKDlib_MEN1_1059	MEN1	442.2171074605468	1101.8608056507808	351.00285231844765	887.9687595941206	393.3060873210549	775.5209182866568
EpiKDlib_KMT2C_976	KMT2C	169.56177433303174	461.55976253133326	147.35497102048038	442.6564105653642	121.83938574619637	342.21399251379455
EpiKDlib_EYA3_618	EYA3	701.3074986414193	285.08102979876463	759.954288746073	303.66229764783986	793.0247738919097	344.6759636829585
EpiKDlib_PSIP1_1506	PSIP1	226.5345305089304	1139.1928452672857	262.42430232299034	900.3631390899508	309.2297860459019	999.5602946805798
EpiKDlib_ZNF516_2194	ZNF516	375.74889192199834	340.5134522596356	248.35107475361863	360.32231820020644	297.1170985740578	302.82245380717075
EpiKDlib_HDAC11_719	HDAC11	269.2640976408544	246.61771625448688	245.86756400608243	234.60789759964302	232.2785950483042	302.82245380717075
EpiKDlib_PADI2_1267	PADI2	491.05089846845993	462.6910364591061	373.3544490462733	417.8676515737038	438.1942820696536	233.887261070579
EpiKDlib_SPOP_1810	SPOP	392.0268222579694	79.1891749441013	380.8049812888819	51.348143625582246	558.608645760339	73.85913507491969
EpiKDlib_ZNF687_2205	ZNF687	113.94551235179733	151.59070632156534	152.32199251555275	232.83727195738157	151.05233788417328	162.4900971648233
EpiKDlib_INO80D_846	INO80D	231.96050728758743	567.8995117419836	304.6439850311055	688.7733748397067	262.20405821403665	630.2646193059813
EpiKDlib_KDM2B_919	KDM2B	251.6296731102191	186.6601980825245	225.99947802579294	269.13509762374144	308.51727501814634	263.4309151005469
EpiKDlib_NSD2_1253	NSD2	128.86694849310413	107.47102313842318	152.32199251555275	130.14098470621707	158.88995918948416	199.41966470228317
EpiKDlib_APOBEC3C_74	APOBEC3C	303.85469960479287	592.7875381529868	312.0945172737141	576.3386465561042	396.86864245983264	416.07312758871427
EpiKDlib_MSL2_1100	MSL2	157.35332658105347	59.957518171962406	167.22305700076987	61.08658465802026	223.72846271523778	64.01125039826373
EpiKDlib_CECR2_340	CECR2	352.0102435153739	386.89568329832343	262.42430232299034	231.06664631512012	315.64238529570173	238.811203408907
EpiKDlib_BRD2_222	BRD2	331.66283059541007	619.9381124195359	278.98104063989825	488.69267726416206	326.33005071203473	610.5688499526694
EpiKDlib_EP400_570	EP400	75.96367490119822	75.79535316078267	58.776421025023076	54.004082088974435	77.66370202535325	61.54927922909974
EpiKDlib_ATAD2B_134	ATAD2B	297.75047572880374	125.57140598278919	283.94806213497066	156.70036934013893	308.51727501814634	160.02812599565934
EpiKDlib_HMGN3_790	HMGN3	384.566104187316	433.27791433701134	314.57802802125025	443.54172338649494	438.1942820696536	440.6928392803541
EpiKDlib_PHC2_1335	PHC2	183.12671627967427	251.14281196557837	170.53440466415145	203.62194886006753	228.71603990952653	206.80557820977512
EpiKDlib_CREBBP_410	CREBBP	355.40147900203453	71.27025744969116	424.68033782868787	99.15503596664158	469.54476729089714	135.40841430401943
EpiKDlib_SPEN_1806	SPEN	94.95459362649777	24.888026411003263	100.99610373313824	53.1187692678437	126.8269629404851	39.391538706623834
EpiKDlib_RRP8_1598	RRP8	223.14329502226977	192.31656772138885	204.47571821381268	198.31007193328315	270.75419054710306	310.20836731466267
EpiKDlib_RING1_1560	RING1	181.77022208501003	145.93433668270094	197.85302288704952	188.57163090084515	138.9396504123292	123.09855845819948
EpiKDlib_APOBEC3A_67	APOBEC3A	257.73389698620826	246.61771625448688	364.248242971974	387.76701565525906	260.77903615852557	280.6647132846948
EpiKDlib_POGZ_1386	POGZ	252.30792020755123	687.8145480859084	204.47571821381268	582.5358363040193	183.82784516092786	640.1125039826373
EpiKDlib_ATAD2B_133	ATAD2B	263.15987376486527	150.45943239379247	223.51596727825677	257.626030949042	266.47912438056983	248.65908808556296
EpiKDlib_ARID1A_88	ARID1A	292.32449895014673	21.49420462768464	278.15320372405284	46.921579519928606	359.8180690165448	39.391538706623834
EpiKDlib_ADNP_27	ADNP	242.13421374756933	882.393663662843	213.58192428811202	749.859959497727	229.42855093728204	795.2166876399687
EpiKDlib_CRB2_408	CRB2	134.97117236909327	116.52121456060618	97.68475606975666	145.19130266543945	114.0017644408855	177.26192417980724
EpiKDlib_ZCWPW1_2166	ZCWPW1	236.7082369689123	285.08102979876463	279.80887755574366	327.5657438183695	257.2164810197479	221.57740522475908
EpiKDlib_DNAJC1_475	DNAJC1	320.13262994076393	282.8184819432189	351.00285231844765	324.02449253384657	424.6565725422985	327.4421654988106
EpiKDlib_RRP8_1597	RRP8	355.40147900203453	532.8300199810244	300.50480045187857	291.26791815200966	317.06740735121275	290.51259796135076
EpiKDlib_PAGR1_1279	PAGR1	105.12830008647968	817.9110497797891	115.89716821835536	658.672738921262	121.12687471844083	839.5321686849204
EpiKDlib_DZIP3_525	DZIP3	479.52069781381374	461.55976253133326	490.0794541804741	590.5036516941958	532.2457377333841	470.23649331032203
EpiKDlib_SKP1_1730	SKP1	314.70665316210693	708.1774787858201	300.50480045187857	421.4089028582267	411.8313740426988	524.3998590319297
EpiKDlib_ATF2_137	ATF2	182.44846918234217	143.6717888271552	185.43546914936857	131.91161034847852	178.12775693888358	103.40278910488756
EpiKDlib_MASTL_1014	MASTL	526.3197475297305	437.80301004810286	445.3762607248227	350.58387716776843	391.1685542377883	248.65908808556296
EpiKDlib_SMYD3_1789	SMYD3	304.532946702125	193.44784164916172	219.37678269902977	191.22756936423733	268.6166574638364	196.95769353311917
EpiKDlib_CDY1_332	CDY1	349.97550222337753	495.4979803645195	211.09841354057585	393.0788925820434	380.4808888214553	320.0562519913187
EpiKDlib_SYNCRIP_1868	SYNCRIP	252.98616730488337	160.64089774374833	264.9078130705265	231.95195913625085	200.92810982706067	155.10418365733133
EpiKDlib_USP46_2101	USP46	257.05564988887613	204.7605809268905	268.2191607339081	385.11107719186685	265.7666133528143	322.51822316048265
EpiKDlib_KDM6A_955	KDM6A	249.59493181822273	391.42077900941496	279.80887755574366	328.4510566395002	245.81630457565933	376.6815888820904
EpiKDlib_TRIM33_2008	TRIM33	294.3592402421431	569.0307856697565	223.51596727825677	402.8173336144814	277.8793008246584	384.0675023895824
EpiKDlib_SMARCD2_1763	SMARCD2	268.58585054352227	254.536633748897	253.318096248691	240.80508734755813	249.378859714437	189.5717800256272
EpiKDlib_PRR14_1502	PRR14	210.93484727029147	187.79147201029735	228.48298877332914	200.0806975755446	222.3034406597267	157.56615482649534
EpiKDlib_ATXN7L3_156	ATXN7L3	556.1626198123441	254.536633748897	442.89274997728654	207.16320014459043	569.2963111766719	214.1914917172671
EpiKDlib_HMGN3_791	HMGN3	204.1523762969702	307.70650835422214	148.1828079363258	245.23165145321175	203.77815393808282	236.349232239743
EpiKDlib_AURKC_166	AURKC	284.86378087949333	282.8184819432189	254.9737700803818	333.76293356628463	215.17833038217137	189.5717800256272
EpiKDlib_ENY2_565	ENY2	339.8017957633956	192.31656772138885	317.88937568463183	161.12693344579256	382.6184219047219	201.88163587144714
EpiKDlib_CUL1_432	CUL1	54.25976778657016	73.53280530523692	31.457802802125027	36.29782566635986	49.163260915131865	22.157740522475905
EpiKDlib_USP12_2075	USP12	187.87444596099917	362.0076568873202	237.58919484762848	237.2638360630352	217.31586346543796	310.20836731466267
EpiKDlib_IKZF3_819	IKZF3	233.9952485795838	386.89568329832343	278.98104063989825	335.5335592085461	236.5536612148374	329.9041366679746
EpiKDlib_TAF12_1887	TAF12	390.67032806330513	625.5944820584002	356.7977107293654	577.2239593772349	412.5438850704544	551.4815418927337
EpiKDlib_AICDA_32	AICDA	375.0706448246662	358.61383510400157	356.7977107293654	285.95604122522525	423.9440615145429	386.52947355874636
EpiKDlib_CRB2_406	CRB2	410.3394938859368	435.54046219255713	407.29576259593455	475.41298494720115	486.6450319570299	416.07312758871427
EpiKDlib_KDM3A_921	KDM3A	223.14329502226977	291.8686733654019	253.318096248691	412.5557746469194	319.9174514622349	219.11543405559507
EpiKDlib_PPM1G_1395	PPM1G	139.71890205041817	240.96134661562252	111.75798363912838	231.95195913625085	163.8775363837729	125.56052962736347
EpiKDlib_KDM6A_956	KDM6A	233.9952485795838	364.27020474286593	328.651255590622	402.8173336144814	255.79145896423682	275.74077094636687
EpiKDlib_PCGF6_1319	PCGF6	609.7441405015821	782.8415580188299	406.46792568008914	509.9401849712996	493.7701422345853	615.4927922909974
EpiKDlib_BRWD3_258	BRWD3	607.0311521122536	659.5326998915865	539.7496691311978	589.6183388730651	627.0097044248702	457.92663746450205
EpiKDlib_BAZ1A_187	BAZ1A	208.9001059782951	460.42848860356037	182.9519584018324	433.80328235405693	142.50220555110687	374.21961771292644
EpiKDlib_NPAS2_1240	NPAS2	377.78363321399473	381.23931365945907	426.33601166037863	388.65232847638975	415.3939291814765	460.3886086336661
EpiKDlib_ANKRD32_42	ANKRD32	360.1492086833594	978.5519475235374	310.4388434420233	803.8640415867014	333.45516098959007	642.5744751518013
EpiKDlib_CBX5_288	CBX5	224.49978921693403	454.772118964696	218.5489457831844	407.24389772013507	251.51639279770362	465.312550971994
EpiKDlib_TAF1_1881	TAF1	26.45163679595295	28.28184819432189	34.769150465506605	46.921579519928606	19.237797749399427	36.929567537459846
EpiKDlib_APOBEC3A_66	APOBEC3A	233.9952485795838	268.11192088217155	272.3583453131351	261.1672822335649	354.8304918222561	248.65908808556296
EpiKDlib_SP140_1804	SP140	512.0765584857559	496.6292542922924	364.248242971974	553.3205132067053	448.1694364582311	408.6872140812223
EpiKDlib_KDM2B_920	KDM2B	299.78521702080013	323.54434334304244	242.55621634270085	340.84543613533043	323.4800066010126	462.85057980283005
EpiKDlib_A1CF_3	A1CF	358.79271448869514	351.8261915373643	379.9771443730365	345.2720002409841	407.55630787616565	420.9970699270422
EpiKDlib_SAP30L_1627	SAP30L	389.992080965973	472.872501809062	299.67696353603316	393.0788925820434	298.5421206295689	445.6167816186821
EpiKDlib_TDRKH_1940	TDRKH	179.0572336956815	116.52121456060618	210.27057662473044	158.47099498240038	178.84026796663912	132.94644313485543
EpiKDlib_SAP25_1621	SAP25	135.6494194664254	299.78759085981204	152.32199251555275	187.68631807971443	162.45251432826183	263.4309151005469
EpiKDlib_RRP8_1599	RRP8	370.32291514334133	291.8686733654019	312.9223541895595	319.597928428193	345.56784846143415	241.27317457807098
EpiKDlib_ZNF516_2193	ZNF516	396.09630484196214	332.59453476522543	444.54842380897736	475.41298494720115	335.59269407285666	214.1914917172671
EpiKDlib_ANP32A_46	ANP32A	613.8136230855749	533.9612939087973	534.7826476361255	474.5276721260704	607.0593956477153	536.7097148777498
EpiKDlib_CHUK_391	CHUK	561.5885965910011	639.1697691916747	533.1269738044347	527.6464413939141	540.7958700664506	514.5519743552738
EpiKDlib_SMARCAL1_1749	SMARCAL1	134.29292527176113	82.58299672741992	102.65177756482903	128.37035906395562	156.75242610621754	110.78870261237954
EpiKDlib_MAPKAPK3_1012	MAPKAPK3	360.82745578069154	368.79530045395745	399.845230353326	467.4451695570246	386.1809770434996	315.13230965299067
EpiKDlib_DNMT3L_493	DNMT3L	269.2640976408544	609.7566470695799	267.39132381806274	471.87173366267825	373.3557785439	585.9491382610295
EpiKDlib_KDM4A_927	KDM4A	293.680993144811	634.6446734805833	351.00285231844765	430.262031069534	321.342473517746	526.8618302010938
EpiKDlib_MORF4L1_1079	MORF4L1	171.59651562502813	173.08491094924997	173.84575232753303	128.37035906395562	163.8775363837729	115.71264495070751
EpiKDlib_TSSK6_2015	TSSK6	219.75205953560913	179.87255451588723	234.2778471842469	163.78287190918476	285.00441110221374	214.1914917172671
EpiKDlib_CSNK2A1_412	CSNK2A1	446.28659004453954	862.0307329629312	412.26278409100695	866.721251886983	330.6051168785679	957.7067848047919
EpiKDlib_PARP3_1294	PARP3	208.22185888096297	240.96134661562252	206.95922896134886	212.4750770713748	235.84115018708187	381.6055312204184
EpiKDlib_HDAC4_726	HDAC4	430.6869068059006	530.5674721254786	413.0906210068523	421.4089028582267	489.4950760680521	433.3069257728622
EpiKDlib_SUV39H2_1851	SUV39H2	613.1353759882428	510.2045414255669	668.0643910872341	489.5779900852928	567.8712891211609	563.7913977385537
EpiKDlib_CUL4A_441	CUL4A	379.8183745059911	472.872501809062	295.53777895680616	557.7470773123589	265.7666133528143	428.3829834345342
EpiKDlib_EYA1_612	EYA1	429.33041261123634	420.8339011315097	379.1493074571911	355.89575409455284	421.0940174035208	359.4477906979425
EpiKDlib_MBD1_1023	MBD1	52.9032735919059	358.61383510400157	47.18670420318754	260.28196941243414	40.61312858206546	238.811203408907
EpiKDlib_ASXL1_120	ASXL1	169.56177433303174	199.1042112880261	197.85302288704952	240.80508734755813	232.2785950483042	305.2844249763347
EpiKDlib_RING1_1559	RING1	360.82745578069154	349.5636436818186	275.66969297651667	440.88578492310273	404.7062637651435	324.9801943296466
EpiKDlib_GATAD1_672	GATAD1	320.81087703809607	35.069491760959146	381.6328182047273	87.64596929194211	366.94317929410016	66.47322156742771
EpiKDlib_ARID4B_100	ARID4B	303.85469960479287	805.4670365742875	232.6221733525561	780.8459082373024	193.0904885217498	593.3350517685215
EpiKDlib_CHD8_376	CHD8	562.9450907856653	229.64860733789374	457.7938144625037	290.3826053308789	629.8597485358923	231.42528990141503
EpiKDlib_BAZ2B_197	BAZ2B	230.60401309292317	322.41306941526955	302.16047428356933	363.8635694847294	241.54123840912612	327.4421654988106
EpiKDlib_ZMYM2_2179	ZMYM2	522.9285120430699	469.47868002574336	582.7971887551583	402.8173336144814	468.8322562631416	445.6167816186821
EpiKDlib_USP3_2091	USP3	287.5767692688218	402.73351828714374	297.193452788497	397.50545668769706	304.95471987936867	369.29567537459843
EpiKDlib_PADI4_1274	PADI4	414.4089764699296	266.98064695439865	370.87093829873714	284.1854155829638	391.1685542377883	243.73514574723498
EpiKDlib_TLE4_1967	TLE4	364.2186912673522	194.5791155769346	322.85639717970423	316.05667714367	388.3185101267662	290.51259796135076
EpiKDlib_ARRB1_106	ARRB1	361.50570287802367	271.5057426654902	333.61827708569433	347.9279387043763	346.28035948918966	260.9689439313829
EpiKDlib_FAM175B_633	FAM175B	395.41805774463	516.9921849922041	483.45675885371094	509.0548721501688	391.8810652655439	541.6336572160777
EpiKDlib_BRPF3_252	BRPF3	215.00432985428424	237.5675248323039	171.36224157999686	253.19946684338834	211.6157752433937	196.95769353311917
EpiKDlib_RCOR1_1551	RCOR1	173.6312569170245	552.0616767531633	206.95922896134886	524.990502930522	168.1526025503061	386.52947355874636
EpiKDlib_MBD4_1034	MBD4	166.1705388463711	326.93816512636107	173.01791541168765	350.58387716776843	173.85269077235037	411.14918525038627
EpiKDlib_PRKAB1_1450	PRKAB1	719.6201702693867	707.0462048580473	513.2588878241452	628.5721030028171	641.2599249799808	526.8618302010938
EpiKDlib_HSPA1A_804	HSPA1A	436.79113068188974	356.35128724845583	455.31030371496746	344.38668741985333	378.34335573818873	278.20274211553084
EpiKDlib_DNAJC1_476	DNAJC1	544.632419157698	304.31268657090357	407.29576259593455	420.52359003709597	485.9325209292744	231.42528990141503
EpiKDlib_TET2_1946	TET2	268.58585054352227	251.14281196557837	231.79433643671072	273.5616617293951	205.9156870213494	192.0337511947912
EpiKDlib_UHRF1_2062	UHRF1	222.46504792493764	273.7682905210359	240.90054251101006	345.2720002409841	182.4028231054168	246.19711691639895
EpiKDlib_UBR7_2057	UBR7	151.92734980239644	73.53280530523692	137.42092803033563	129.25567188508634	106.87665416333014	108.32673144321555
EpiKDlib_DND1_482	DND1	417.12196485925807	330.3319869096797	325.3399079272404	265.59384633921854	317.06740735121275	376.6815888820904
EpiKDlib_RARA_1528	RARA	567.6928204669903	264.7180990988529	637.4344252009545	355.89575409455284	527.2581605390953	334.8280790063026
EpiKDlib_FAM175A_632	FAM175A	241.4559666502372	235.30497697675813	276.4975298923621	229.29602067285865	256.50396999199234	226.50134756308705
EpiKDlib_SAP30L_1628	SAP30L	289.6115105608182	410.65243578155383	365.0760798878194	428.4914054272725	332.7426499618345	315.13230965299067
EpiKDlib_SCMH1_1637	SCMH1	215.68257695161637	319.0192476319509	216.0654350356482	268.2497848026107	220.87841860421565	320.0562519913187
EpiKDlib_SETD7_1674	SETD7	159.38806787304983	228.51733341012087	156.46117709477974	214.24570271363626	217.31586346543796	174.79995301064326
EpiKDlib_BRMS1L_248	BRMS1L	432.721648097897	397.0771486482793	362.5925691402832	385.11107719186685	425.369083570054	364.3717330362705
EpiKDlib_ZMYND11_2184	ZMYND11	103.0935587944833	82.58299672741992	94.37340840637508	118.6319180315176	84.78881230290858	49.23942338327979
EpiKDlib_TAF12_1889	TAF12	24.41689550395657	93.89573600514868	28.146455138743445	99.15503596664158	45.6007057763542	61.54927922909974
EpiKDlib_PHF13_1349	PHF13	225.85628341159827	237.5675248323039	239.24486867931927	247.88758991660396	253.6539258809702	236.349232239743
EpiKDlib_BRD7_231	BRD7	233.9952485795838	243.22389447116825	263.25213923883575	187.68631807971443	217.31586346543796	192.0337511947912
EpiKDlib_PIWIL4_1376	PIWIL4	356.7579731966988	339.3821783318627	301.3326373677239	440.00047210197204	255.79145896423682	364.3717330362705
EpiKDlib_PRKCD_1472	PRKCD	299.78521702080013	263.58682517108	205.30355512965806	247.00227709547323	257.2164810197479	216.6534628864311
EpiKDlib_FOXA1_647	FOXA1	94.95459362649777	187.79147201029735	146.527134104635	189.45694372197588	128.25198499599617	192.0337511947912
EpiKDlib_TRIM16_1995	TRIM16	326.23685381675307	819.042323707562	364.248242971974	441.7710977442335	319.2049404344794	420.9970699270422
EpiKDlib_HDAC9_743	HDAC9	552.0931372283513	576.9497031641665	620.8776868840466	548.8939491010516	467.4072342076305	497.3181761711259
EpiKDlib_SUV420H1_1854	SUV420H1	84.10264006918375	114.25866670506043	61.25993177255926	110.66410264134105	78.37621305310877	120.63658728903549
EpiKDlib_PHF1_1341	PHF1	247.56019052622634	196.84166343248035	211.92625045642123	184.1450667951915	247.95383765892595	194.49572236395517
EpiKDlib_MOV10_1084	MOV10	331.66283059541007	331.46326083745254	292.2264312934246	386.8817028341283	297.1170985740578	445.6167816186821
EpiKDlib_GFI1_683	GFI1	113.94551235179733	181.0038284436601	119.20851588173694	169.0947488359691	215.17833038217137	192.0337511947912
EpiKDlib_NCOA2_1160	NCOA2	329.6280893034137	338.2509044040898	343.5523200758391	426.7207797850111	367.65569032185573	337.2900501754666
EpiKDlib_IKZF3_820	IKZF3	274.6900744195114	247.74899018225975	264.07997615468116	324.9098053549773	330.6051168785679	258.50697276221894
EpiKDlib_SETMAR_1692	SETMAR	482.23368620314227	316.7566997764052	291.3985943775792	260.28196941243414	405.418774792899	263.4309151005469
EpiKDlib_SMEK1_1772	SMEK1	120.7279833251186	49.77605282200653	74.50532242608558	57.54533337349734	106.87665416333014	49.23942338327979
EpiKDlib_MTA1_1108	MTA1	133.614678174429	305.4439604986764	182.9519584018324	217.7869539981592	190.24044441072766	164.9520683339873
EpiKDlib_KDM3B_926	KDM3B	246.8819434288942	671.9767130970881	158.94468784231591	466.55985673589385	182.4028231054168	750.9012065950168
EpiKDlib_HMGB1_782	HMGB1	146.50137302373943	570.1620595975293	145.6992971887896	586.9624004096729	113.28925341312996	588.4111094301935
EpiKDlib_ARID1A_89	ARID1A	471.3817326458282	41.857135327596396	500.01349717061885	47.80689234105933	448.88194748598664	46.777452214115804
EpiKDlib_WDR5_2126	WDR5	25.095142601288696	10.18146534995588	39.73617196057898	21.24750770713748	34.200529332265646	32.00562519913186
EpiKDlib_CUL4B_442	CUL4B	772.5234438612925	1315.6715779998544	880.8184784595007	1338.5929855496613	813.6875936968202	1075.8814009246635
EpiKDlib_ZGPAT_2174	ZGPAT	499.86811073377754	113.12739277728755	471.86704203187537	137.2234872752629	493.05763120682974	76.32110624408368
EpiKDlib_RARA_1529	RARA	688.4208037921088	358.61383510400157	684.621129404142	415.2117131103116	661.9227447848914	453.0026951261741
EpiKDlib_EYA2_615	EYA2	366.25343255934854	513.5983632088855	375.83795979380955	547.1233234587902	304.95471987936867	280.6647132846948
EpiKDlib_APBB1_54	APBB1	316.06314735677114	295.2624951487205	269.0469976497535	243.4610258109503	268.6166574638364	344.6759636829585
EpiKDlib_TFDP1_1954	TFDP1	181.77022208501003	136.88414526051795	250.8345855011548	137.2234872752629	217.31586346543796	108.32673144321555
EpiKDlib_TRIM28_2004	TRIM28	408.3047525939404	493.23543250897376	518.2259093192175	573.682708092712	519.4205392337846	433.3069257728622
EpiKDlib_DAPK3_453	DAPK3	326.9151009140852	335.98835654854406	342.7244831599937	258.5113437701727	312.7923411846796	209.26754937893912
EpiKDlib_SMYD1_1783	SMYD1	475.451215229821	503.41689785892964	368.387427551201	541.8114465320058	421.8065284312763	361.90976186710645
EpiKDlib_PHIP_1374	PHIP	457.8167906991857	44.11968318314215	391.56686119487205	69.05440004819681	417.5314622647431	64.01125039826373
EpiKDlib_SETMAR_1693	SETMAR	293.00274604747887	357.48256117622867	401.5009041850168	386.8817028341283	396.1561314320771	260.9689439313829
EpiKDlib_POLE3_1389	POLE3	210.93484727029147	186.6601980825245	178.8127738226054	293.0385437942711	235.12863915932633	251.12105925472693
EpiKDlib_CDY1_331	CDY1	382.5313628953196	418.571353275964	355.96987381352005	463.01860545137095	365.5181572385891	391.45341589707436
EpiKDlib_RAG1_1521	RAG1	485.6249216898029	581.4747988752581	427.16384857622404	432.9179695329262	592.8091750926045	551.4815418927337
EpiKDlib_TRIM27_2001	TRIM27	221.7868008276055	404.9960661426895	186.26330606521398	423.1795285004882	284.29190007445817	443.15481044951815
EpiKDlib_CDK2_316	CDK2	526.3197475297305	123.30885812724344	513.2588878241452	137.2234872752629	590.6716420093379	164.9520683339873
EpiKDlib_YWHAZ_2153	YWHAZ	439.50411907121827	287.3435776543104	331.13476633815816	231.06664631512012	386.1809770434996	344.6759636829585
EpiKDlib_USP3_2092	USP3	217.71731824361277	364.27020474286593	126.6590481243455	270.02041044487214	138.9396504123292	324.9801943296466
EpiKDlib_PRMT8_1493	PRMT8	373.71415063000194	242.09262054339538	487.59594343293793	324.9098053549773	450.30696954149766	416.07312758871427
EpiKDlib_ZNF532_2196	ZNF532	360.1492086833594	201.36675914357187	362.5925691402832	197.42475911215243	379.05586676594424	211.7295205481031
EpiKDlib_SPEN_1807	SPEN	577.18827982964	50.9073267497794	468.5556943684938	134.56754881187072	502.3202745676517	88.63096208990362
EpiKDlib_ATR_147	ATR	28.486378087949333	19.231656772138884	29.802128970434236	43.38032823540569	23.512863915932634	4.923942338327979
EpiKDlib_BRWD3_260	BRWD3	362.1839499753558	516.9921849922041	288.0872467141976	521.4492516459991	344.1428264059231	593.3350517685215
EpiKDlib_PRMT9_1495	PRMT9	290.28975765815034	597.3126338640783	348.5193415709115	799.4374774810477	418.95648432025416	694.2758697042451
EpiKDlib_PRDM5_1430	PRDM5	242.81246084490144	243.22389447116825	320.372886432168	298.35042072105546	319.2049404344794	361.90976186710645
EpiKDlib_NO-TARGET_1226	NO-TARGET	305.21119379945713	325.8068911985882	329.4790925064674	328.4510566395002	298.5421206295689	302.82245380717075
EpiKDlib_SMARCA2_1736	SMARCA2	535.8152068923803	533.9612939087973	711.9397476270401	522.3345644671298	716.7860939220675	654.8843309976212
EpiKDlib_FAM175B_635	FAM175B	543.9541720603659	230.77988126566663	504.9805186656912	223.09883092494357	643.3974580632475	221.57740522475908
EpiKDlib_PHF19_1355	PHF19	419.8349532485866	313.36287799308656	364.248242971974	285.07072840409455	357.68053593327824	290.51259796135076
EpiKDlib_GFI1_682	GFI1	349.2972551260454	354.08873939291004	373.3544490462733	337.30418485080753	384.043443960233	371.7576465437624
EpiKDlib_JMJD1C_870	JMJD1C	197.36990532364894	1110.910997072964	146.527134104635	1032.2747494384294	166.0150694670395	1181.746161198715
EpiKDlib_TOP2B_1987	TOP2B	370.32291514334133	270.3744687377173	330.30692942231275	277.102913013918	343.43031537816756	248.65908808556296
